From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	PubMed ID
KIT	A0A8I5KXA4	unreviewed	A0A8I5KXA4_HUMAN	Mast/stem cell growth factor receptor Kit	KIT	Homo sapiens (Human)	155				15815621
KIT	A0A8I5QKL5	unreviewed	A0A8I5QKL5_HUMAN	Mast/stem cell growth factor receptor (EC 2.7.10.1)	KIT	Homo sapiens (Human)	975	Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein modification process [GO:0031401]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cytokine binding [GO:0019955]; metal ion binding [GO:0046872]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein modification process [GO:0031401]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]	GO:0004714; GO:0005524; GO:0005886; GO:0019955; GO:0031401; GO:0033674; GO:0038093; GO:0038109; GO:0042127; GO:0046777; GO:0046872; GO:0048584	15815621
KIT	A0A8I5QKP7	unreviewed	A0A8I5QKP7_HUMAN	Mast/stem cell growth factor receptor (EC 2.7.10.1)	KIT	Homo sapiens (Human)	976	Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein modification process [GO:0031401]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cytokine binding [GO:0019955]; metal ion binding [GO:0046872]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein modification process [GO:0031401]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]	GO:0004714; GO:0005524; GO:0005886; GO:0019955; GO:0031401; GO:0033674; GO:0038093; GO:0038109; GO:0042127; GO:0046777; GO:0046872; GO:0048584	15815621
KIT	A0A8J8Z860	unreviewed	A0A8J8Z860_HUMAN	Mast/stem cell growth factor receptor (EC 2.7.10.1)	KIT	Homo sapiens (Human)	972	Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein modification process [GO:0031401]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cytokine binding [GO:0019955]; metal ion binding [GO:0046872]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]; positive regulation of kinase activity [GO:0033674]; positive regulation of protein modification process [GO:0031401]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]	GO:0004714; GO:0005524; GO:0005886; GO:0019955; GO:0031401; GO:0033674; GO:0038093; GO:0038109; GO:0042127; GO:0046777; GO:0046872; GO:0048584	15815621
KIT	B6DXN3	unreviewed	B6DXN3_HUMAN	V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene-like protein	KIT	Homo sapiens (Human)	36				
KIT	B6E0M6	unreviewed	B6E0M6_HUMAN	V-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene-like protein	KIT	Homo sapiens (Human)	40				
KIT	D5MAV8	unreviewed	D5MAV8_HUMAN	receptor protein-tyrosine kinase (EC 2.7.10.1)	KIT	Homo sapiens (Human)	223	positive regulation of phosphorylation [GO:0042327]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	membrane [GO:0016020]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; positive regulation of phosphorylation [GO:0042327]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	GO:0004714; GO:0005524; GO:0007169; GO:0016020; GO:0042127; GO:0042327; GO:0046777; GO:0048584	20658618
KIT	D5MAV9	unreviewed	D5MAV9_HUMAN	receptor protein-tyrosine kinase (EC 2.7.10.1)	KIT	Homo sapiens (Human)	167	positive regulation of phosphorylation [GO:0042327]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	membrane [GO:0016020]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; positive regulation of phosphorylation [GO:0042327]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	GO:0004714; GO:0005524; GO:0007169; GO:0016020; GO:0042127; GO:0042327; GO:0046777; GO:0048584	20658618
KIT	E2I6G0	unreviewed	E2I6G0_HUMAN	Mast/stem cell growth factor receptor variant (EC 2.7.10.1)	KIT	Homo sapiens (Human)	60		transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714	20838624
KIT	L8E780	unreviewed	L8E780_HUMAN	Alternative protein KIT	KIT	Homo sapiens (Human)	59				23950983
KIT	Q14708	unreviewed	Q14708_HUMAN	Kit protein	kit	Homo sapiens (Human)	64		membrane [GO:0016020]	GO:0016020	7514064
KIT	Q14709	unreviewed	Q14709_HUMAN	Kit protein	kit	Homo sapiens (Human)	60		membrane [GO:0016020]	GO:0016020	7514064
KIT	Q15999	unreviewed	Q15999_HUMAN	C-Kit protooncogene	KIT	Homo sapiens (Human)	9				1717985
KIT	Q8TCG9	unreviewed	Q8TCG9_HUMAN	receptor protein-tyrosine kinase (EC 2.7.10.1)	KIT	Homo sapiens (Human)	160	positive regulation of phosphorylation [GO:0042327]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; positive regulation of phosphorylation [GO:0042327]; positive regulation of response to stimulus [GO:0048584]; protein autophosphorylation [GO:0046777]; regulation of cell population proliferation [GO:0042127]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]	GO:0004714; GO:0005524; GO:0007169; GO:0042127; GO:0042327; GO:0046777; GO:0048584	11786393
KIT	Q9UMA0	unreviewed	Q9UMA0_HUMAN	KIT protein	KIT	Homo sapiens (Human)	9				7694728
SLC22A10	Q63ZE4	reviewed	S22AA_HUMAN	Solute carrier family 22 member 10 (Organic anion transporter 5)	SLC22A10 OAT5	Homo sapiens (Human)	541	organic anion transport [GO:0015711]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; organic anion transport [GO:0015711]	GO:0015711; GO:0016020; GO:0022857	15221005; 16554811; 11327718; 12372408
SLC22A10	A0A804HHY1	unreviewed	A0A804HHY1_HUMAN	Solute carrier family 22 member 10	SLC22A10	Homo sapiens (Human)	155		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857	16554811
SLC22A10	E9PIT2	unreviewed	E9PIT2_HUMAN	Solute carrier family 22 member 10	SLC22A10	Homo sapiens (Human)	205				16554811
SLC22A10	E9PJB1	unreviewed	E9PJB1_HUMAN	Solute carrier family 22 member 10	SLC22A10	Homo sapiens (Human)	264		membrane [GO:0016020]	GO:0016020	16554811
SLC22A10	E9PMM0	unreviewed	E9PMM0_HUMAN	Solute carrier family 22 member 10	SLC22A10	Homo sapiens (Human)	372		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857	16554811
IGLV1-51	P01701	reviewed	LV151_HUMAN	Immunoglobulin lambda variable 1-51 (Ig lambda chain V-I region BL2) (Ig lambda chain V-I region EPS) (Ig lambda chain V-I region NEW) (Ig lambda chain V-I region NIG-64)	IGLV1-51	Homo sapiens (Human)	117	adaptive immune response [GO:0002250]; immune response [GO:0006955]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; adaptive immune response [GO:0002250]; immune response [GO:0006955]	GO:0002250; GO:0003823; GO:0005576; GO:0005615; GO:0005886; GO:0006955; GO:0019814; GO:0070062	6095199; 10591208; 4177823; 6404900; 3929803; 11872955; 17576170; 20176268; 21269460; 22158414; 24600447
STAU1	O95793	reviewed	STAU1_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1	STAU1 STAU	Homo sapiens (Human)	577	anterograde dendritic transport of messenger ribonucleoprotein complex [GO:0098964]; cellular response to oxidative stress [GO:0034599]; germ cell development [GO:0007281]; intracellular mRNA localization [GO:0008298]; modification of postsynaptic structure [GO:0099010]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of viral genome replication [GO:0045070]; protein localization to synapse [GO:0035418]	cell body [GO:0044297]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendrite cytoplasm [GO:0032839]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; messenger ribonucleoprotein complex [GO:1990124]; microtubule associated complex [GO:0005875]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; rough endoplasmic reticulum [GO:0005791]; double-stranded RNA binding [GO:0003725]; mRNA binding [GO:0003729]; protein phosphatase 1 binding [GO:0008157]; RNA binding [GO:0003723]; anterograde dendritic transport of messenger ribonucleoprotein complex [GO:0098964]; cellular response to oxidative stress [GO:0034599]; germ cell development [GO:0007281]; intracellular mRNA localization [GO:0008298]; modification of postsynaptic structure [GO:0099010]; positive regulation by virus of viral protein levels in host cell [GO:0046726]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of viral genome replication [GO:0045070]; protein localization to synapse [GO:0035418]	GO:0003723; GO:0003725; GO:0003729; GO:0005737; GO:0005783; GO:0005791; GO:0005829; GO:0005875; GO:0005886; GO:0007281; GO:0008157; GO:0008298; GO:0010494; GO:0016020; GO:0030425; GO:0032839; GO:0034599; GO:0035418; GO:0036464; GO:0043005; GO:0043025; GO:0044297; GO:0045070; GO:0046726; GO:0070062; GO:0098964; GO:0098978; GO:0099010; GO:1900273; GO:1990124	10022909; 10325410; 11230166; 14702039; 11780052; 15489334; 18498651; 19413330; 19029303; 19608861; 21269460; 21406692; 23186163; 23926355; 24129315; 30301857
STAU1	F6UDC6	unreviewed	F6UDC6_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	Homo sapiens (Human)	129		cytosol [GO:0005829]; RNA binding [GO:0003723]	GO:0003723; GO:0005829	11780052; 21269460; 22814378; 24129315
STAU1	Q5JW28	unreviewed	Q5JW28_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	Homo sapiens (Human)	199		cytosol [GO:0005829]; RNA binding [GO:0003723]	GO:0003723; GO:0005829	11780052; 19608861; 21269460; 22814378; 23186163; 24129315
STAU1	Q5JW30	unreviewed	Q5JW30_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	Homo sapiens (Human)	494		cytosol [GO:0005829]; RNA binding [GO:0003723]	GO:0003723; GO:0005829	11780052; 19413330; 19608861; 21269460; 21406692; 22814378; 23186163; 24129315
STAU1	Q6PJX3	unreviewed	Q6PJX3_HUMAN	STAU1 protein	STAU1	Homo sapiens (Human)	196		RNA binding [GO:0003723]	GO:0003723	15489334
UNC50	Q53HI1	reviewed	UNC50_HUMAN	Protein unc-50 homolog (Periodontal ligament-specific protein 22) (PDLs22) (Protein GMH1 homolog) (hGMH1) (Uncoordinated-like protein)	UNC50 UNCL HSD-23 HSD23	Homo sapiens (Human)	259	protein localization to cell surface [GO:0034394]	Golgi membrane [GO:0000139]; nuclear inner membrane [GO:0005637]; RNA binding [GO:0003723]; protein localization to cell surface [GO:0034394]	GO:0000139; GO:0003723; GO:0005637; GO:0034394	11042152; 11230166; 15489334; 10980252; 11302735; 12808035; 17004066; 22814378; 23186163; 25732826
UNC50	A0A0S2Z5D7	unreviewed	A0A0S2Z5D7_HUMAN	Unc-50-like protein isoform 2	UNC50	Homo sapiens (Human)	173		nuclear inner membrane [GO:0005637]	GO:0005637	26871637
UNC50	A0A0S2Z612	unreviewed	A0A0S2Z612_HUMAN	Unc-50-like protein isoform 1	UNC50	Homo sapiens (Human)	259	protein localization to cell surface [GO:0034394]	Golgi apparatus [GO:0005794]; nuclear inner membrane [GO:0005637]; RNA binding [GO:0003723]; protein localization to cell surface [GO:0034394]	GO:0003723; GO:0005637; GO:0005794; GO:0034394	26871637
UNC50	H7BYK3	unreviewed	H7BYK3_HUMAN	Protein unc-50 homolog	UNC50	Homo sapiens (Human)	128		nuclear inner membrane [GO:0005637]	GO:0005637	15815621
UNC50	H7C3J5	unreviewed	H7C3J5_HUMAN	Protein unc-50 homolog	UNC50	Homo sapiens (Human)	92		nuclear inner membrane [GO:0005637]	GO:0005637	15815621
UNC50	J3KQ47	unreviewed	J3KQ47_HUMAN	Protein unc-50 homolog	UNC50	Homo sapiens (Human)	276		nuclear inner membrane [GO:0005637]	GO:0005637	15815621; 22814378; 23186163
PLAC8	Q9NZF1	reviewed	PLAC8_HUMAN	Placenta-specific gene 8 protein (Protein C15)	PLAC8 BM-004	Homo sapiens (Human)	115	brown fat cell differentiation [GO:0050873]; defense response to bacterium [GO:0042742]; negative regulation of apoptotic process [GO:0043066]; negative regulation of multicellular organism growth [GO:0040015]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to cold [GO:0009409]; transcription by RNA polymerase II [GO:0006366]	azurophil granule lumen [GO:0035578]; extracellular region [GO:0005576]; chromatin binding [GO:0003682]; brown fat cell differentiation [GO:0050873]; defense response to bacterium [GO:0042742]; negative regulation of apoptotic process [GO:0043066]; negative regulation of multicellular organism growth [GO:0040015]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to cold [GO:0009409]; transcription by RNA polymerase II [GO:0006366]	GO:0003682; GO:0005576; GO:0006366; GO:0008284; GO:0009409; GO:0035578; GO:0040015; GO:0042742; GO:0043066; GO:0045944; GO:0050873; GO:0120162	12384430; 11042152
PLAC8	Q9UHV8	reviewed	PP13_HUMAN	Galactoside-binding soluble lectin 13 (Galectin-13) (Gal-13) (Placental tissue protein 13) (PP13) (Placental protein 13)	LGALS13 PLAC8	Homo sapiens (Human)	139	apoptotic process [GO:0006915]; phospholipid metabolic process [GO:0006644]; positive regulation of T cell apoptotic process [GO:0070234]	cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; carbohydrate binding [GO:0030246]; lysophospholipase activity [GO:0004622]; apoptotic process [GO:0006915]; phospholipid metabolic process [GO:0006644]; positive regulation of T cell apoptotic process [GO:0070234]	GO:0004622; GO:0005654; GO:0005737; GO:0006644; GO:0006915; GO:0016363; GO:0016604; GO:0030246; GO:0070234	10527825; 19497882; 15489334; 6856484; 11742106; 29343868
