From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	PubMed ID
RYR1	Q8WYM7	unreviewed	Q8WYM7_HUMAN	Ryanodine receptor type1	RYR1	Homo sapiens (Human)	45	membrane [GO:0016020]		membrane [GO:0016020]		11928716
RYR1	Q8WYM8	unreviewed	Q8WYM8_HUMAN	Ryanodine receptor type1	RYR1	Homo sapiens (Human)	44	calcium ion binding [GO:0005509]; ryanodine-sensitive calcium-release channel activity [GO:0005219]			calcium ion binding [GO:0005509]; ryanodine-sensitive calcium-release channel activity [GO:0005219]	11928716
LSG1	Q9H089	reviewed	LSG1_HUMAN	Large subunit GTPase 1 homolog (hLsg1) (EC 3.6.1.-)	LSG1	Homo sapiens (Human)	658	Cajal body [GO:0015030]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; nuclear export [GO:0051168]; protein transport [GO:0015031]; ribosomal subunit export from nucleus [GO:0000054]	nuclear export [GO:0051168]; protein transport [GO:0015031]; ribosomal subunit export from nucleus [GO:0000054]	Cajal body [GO:0015030]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	11230166; 16641997; 15489334; 14702039; 16209721; 18669648; 21269460; 23186163
LSG1	F8WFC6	unreviewed	F8WFC6_HUMAN	Large subunit GTPase 1 homolog	LSG1	Homo sapiens (Human)	178	GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]			GTPase activity [GO:0003924]; nucleotide binding [GO:0000166]	16641997; 21269460; 23186163
LSG1	H7C2X7	unreviewed	H7C2X7_HUMAN	Large subunit GTPase 1 homolog	LSG1	Homo sapiens (Human)	285	GTP binding [GO:0005525]; GTPase activity [GO:0003924]			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	16641997; 21269460
CREB3L1	Q96BA8	reviewed	CR3L1_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 1 (cAMP-responsive element-binding protein 3-like protein 1) (Old astrocyte specifically-induced substance) (OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1]	CREB3L1 OASIS PSEC0238	Homo sapiens (Human)	519	chromatin [GO:0000785]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634]; cAMP response element binding [GO:0035497]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific double-stranded DNA binding [GO:1990837]; SMAD binding [GO:0046332]; transcription cis-regulatory region binding [GO:0000976]; endoplasmic reticulum unfolded protein response [GO:0030968]; extracellular matrix constituent secretion [GO:0070278]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of gene expression [GO:0010629]; negative regulation of sprouting angiogenesis [GO:1903671]; osteoblast differentiation [GO:0001649]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; regulation of transcription by RNA polymerase II [GO:0006357]	endoplasmic reticulum unfolded protein response [GO:0030968]; extracellular matrix constituent secretion [GO:0070278]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of gene expression [GO:0010629]; negative regulation of sprouting angiogenesis [GO:1903671]; osteoblast differentiation [GO:0001649]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; regulation of transcription by RNA polymerase II [GO:0006357]	chromatin [GO:0000785]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634]	cAMP response element binding [GO:0035497]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; sequence-specific double-stranded DNA binding [GO:1990837]; SMAD binding [GO:0046332]; transcription cis-regulatory region binding [GO:0000976]	12054625; 15489334; 14702039; 16417584; 21767813; 22705851; 25310401; 27499293; 24079343; 28112733
CREB3L1	E9PK33	unreviewed	E9PK33_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 1	CREB3L1	Homo sapiens (Human)	105	cAMP response element binding [GO:0035497]; DNA-binding transcription factor activity [GO:0003700]; endoplasmic reticulum unfolded protein response [GO:0030968]; positive regulation of transcription by RNA polymerase II [GO:0045944]	endoplasmic reticulum unfolded protein response [GO:0030968]; positive regulation of transcription by RNA polymerase II [GO:0045944]		cAMP response element binding [GO:0035497]; DNA-binding transcription factor activity [GO:0003700]	16554811
CREB3L1	H0YEU7	unreviewed	H0YEU7_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 1	CREB3L1	Homo sapiens (Human)	123	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]		nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]	16554811
C11orf1	Q9H5F2	reviewed	CK001_HUMAN	UPF0686 protein C11orf1	C11orf1	Homo sapiens (Human)	150	nucleoplasm [GO:0005654]		nucleoplasm [GO:0005654]		10873569; 14702039; 15489334
C11orf1	E9PLN1	unreviewed	E9PLN1_HUMAN	UPF0686 protein C11orf1	C11orf1	Homo sapiens (Human)	104	nucleoplasm [GO:0005654]		nucleoplasm [GO:0005654]		16554811
C11orf1	E9PMC1	unreviewed	E9PMC1_HUMAN	UPF0686 protein C11orf1	C11orf1	Homo sapiens (Human)	190	nucleoplasm [GO:0005654]		nucleoplasm [GO:0005654]		16554811
C11orf1	E9PS33	unreviewed	E9PS33_HUMAN	UPF0686 protein C11orf1	C11orf1	Homo sapiens (Human)	142	nucleoplasm [GO:0005654]		nucleoplasm [GO:0005654]		16554811
C11orf1	E9PS93	unreviewed	E9PS93_HUMAN	UPF0686 protein C11orf1	C11orf1	Homo sapiens (Human)	121	nucleoplasm [GO:0005654]		nucleoplasm [GO:0005654]		16554811
SCD	O00767	reviewed	SCD_HUMAN	Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase)	SCD FADS5 SCD1 SCDOS	Homo sapiens (Human)	359	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleolus [GO:0005730]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; palmitoyl-CoA 9-desaturase activity [GO:0032896]; stearoyl-CoA 9-desaturase activity [GO:0004768]; monounsaturated fatty acid biosynthetic process [GO:1903966]; positive regulation of cold-induced thermogenesis [GO:0120162]; response to fatty acid [GO:0070542]; unsaturated fatty acid biosynthetic process [GO:0006636]	monounsaturated fatty acid biosynthetic process [GO:1903966]; positive regulation of cold-induced thermogenesis [GO:0120162]; response to fatty acid [GO:0070542]; unsaturated fatty acid biosynthetic process [GO:0006636]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleolus [GO:0005730]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; palmitoyl-CoA 9-desaturase activity [GO:0032896]; stearoyl-CoA 9-desaturase activity [GO:0004768]	10229681; 14702039; 15164054; 15489334; 11415448; 19892738; 7909540; 15907797; 15610069; 18691976; 18669648; 18765284; 21269460; 21406692; 23186163; 26098317
IFT27	Q9BW83	reviewed	IFT27_HUMAN	Intraflagellar transport protein 27 homolog (Putative GTP-binding protein RAY-like) (Rab-like protein 4)	IFT27 RABL4 RAYL	Homo sapiens (Human)	186	centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; nucleus [GO:0005634]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; cilium assembly [GO:0060271]; cochlea development [GO:0090102]; inner ear receptor cell stereocilium organization [GO:0060122]; intracellular protein transport [GO:0006886]; intraciliary anterograde transport [GO:0035720]; intraciliary transport [GO:0042073]; kidney development [GO:0001822]; smoothened signaling pathway [GO:0007224]; spermatogenesis [GO:0007283]; vesicle-mediated transport [GO:0016192]	cilium assembly [GO:0060271]; cochlea development [GO:0090102]; inner ear receptor cell stereocilium organization [GO:0060122]; intracellular protein transport [GO:0006886]; intraciliary anterograde transport [GO:0035720]; intraciliary transport [GO:0042073]; kidney development [GO:0001822]; smoothened signaling pathway [GO:0007224]; spermatogenesis [GO:0007283]; vesicle-mediated transport [GO:0016192]	centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytoplasm [GO:0005737]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intraciliary transport particle B [GO:0030992]; motile cilium [GO:0031514]; nucleus [GO:0005634]; sperm flagellum [GO:0036126]; sperm midpiece [GO:0097225]; sperm principal piece [GO:0097228]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	12529303; 15461802; 10591208; 15489334; 21269460; 24488770; 25443296
IFT27	B1AH56	unreviewed	B1AH56_HUMAN	Intraflagellar transport protein 27 homolog	IFT27	Homo sapiens (Human)	50					10591208; 21269460
IFT27	B1AH58	unreviewed	B1AH58_HUMAN	Intraflagellar transport protein 27 homolog	IFT27	Homo sapiens (Human)	116	GTP binding [GO:0005525]; GTPase activity [GO:0003924]			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	10591208; 21269460
IFT27	F5GZ09	unreviewed	F5GZ09_HUMAN	Intraflagellar transport protein 27 homolog	IFT27	Homo sapiens (Human)	183	GTP binding [GO:0005525]; GTPase activity [GO:0003924]			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	10591208; 21269460
IFT27	H0Y6C7	unreviewed	H0Y6C7_HUMAN	Intraflagellar transport protein 27 homolog	IFT27	Homo sapiens (Human)	129	GTP binding [GO:0005525]; GTPase activity [GO:0003924]			GTP binding [GO:0005525]; GTPase activity [GO:0003924]	10591208; 21269460
ALS2CL	Q60I27	reviewed	AL2CL_HUMAN	ALS2 C-terminal-like protein	ALS2CL	Homo sapiens (Human)	953	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]; endosomal transport [GO:0016197]; endosome organization [GO:0007032]; regulation of GTPase activity [GO:0043087]	endosomal transport [GO:0016197]; endosome organization [GO:0007032]; regulation of GTPase activity [GO:0043087]	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]	15388334; 14702039; 16641997; 15489334; 17974005; 16473597; 17239822; 16959974
ALS2CL	A0A024R2U1	unreviewed	A0A024R2U1_HUMAN	ALS2 C-terminal like, isoform CRA_c	ALS2CL hCG_2043002	Homo sapiens (Human)	953	cytoplasm [GO:0005737]		cytoplasm [GO:0005737]		11181995
ALS2CL	G5E9N5	unreviewed	G5E9N5_HUMAN	ALS2 C-terminal like, isoform CRA_a (ALS2 C-terminal-like protein)	ALS2CL hCG_2043002	Homo sapiens (Human)	535					11181995; 16641997
ALS2CL	H7C0M4	unreviewed	H7C0M4_HUMAN	ALS2 C-terminal-like protein	ALS2CL	Homo sapiens (Human)	302					16641997
HJURP	Q8NCD3	reviewed	HJURP_HUMAN	Holliday junction recognition protein (14-3-3-associated AKT substrate) (Fetal liver-expressing gene 1 protein) (Up-regulated in lung cancer 9)	HJURP FAKTS FLEG1 URLC9	Homo sapiens (Human)	748	chromosome, centromeric region [GO:0000775]; kinetochore [GO:0000776]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; cell cycle [GO:0007049]; CENP-A containing chromatin assembly [GO:0034080]; chromosome segregation [GO:0007059]; regulation of DNA binding [GO:0051101]; regulation of protein-containing complex assembly [GO:0043254]	cell cycle [GO:0007049]; CENP-A containing chromatin assembly [GO:0034080]; chromosome segregation [GO:0007059]; regulation of DNA binding [GO:0051101]; regulation of protein-containing complex assembly [GO:0043254]	chromosome, centromeric region [GO:0000775]; kinetochore [GO:0000776]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]; histone binding [GO:0042393]; identical protein binding [GO:0042802]	17823411; 14702039; 15815621; 15489334; 17974005; 16964243; 16622419; 17256767; 18220336; 18691976; 18669648; 19413330; 19410544; 19410545; 19369195; 19690332; 20068231; 21406692; 23186163; 27499292; 28112733; 21478274
HJURP	C9JWC4	unreviewed	C9JWC4_HUMAN	Holliday junction recognition protein	HJURP	Homo sapiens (Human)	570	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; histone binding [GO:0042393]		mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]; histone binding [GO:0042393]	15815621; 16964243; 18220336; 18691976; 18669648; 19413330; 19369195; 19690332; 20068231; 21406692; 22814378; 23186163; 28112733
HJURP	F8WCV1	unreviewed	F8WCV1_HUMAN	Holliday junction recognition protein	HJURP	Homo sapiens (Human)	122	nucleus [GO:0005634]; histone binding [GO:0042393]		nucleus [GO:0005634]	histone binding [GO:0042393]	15815621; 22814378
HJURP	H7C0I6	unreviewed	H7C0I6_HUMAN	Holliday junction recognition protein	HJURP	Homo sapiens (Human)	68					15815621
HJURP	H7C3V8	unreviewed	H7C3V8_HUMAN	Holliday junction recognition protein	HJURP	Homo sapiens (Human)	268					15815621; 18220336; 18669648; 19690332; 23186163
MIP	P30301	reviewed	MIP_HUMAN	Lens fiber major intrinsic protein (Aquaporin-0) (MIP26) (MP26)	MIP AQP0	Homo sapiens (Human)	263	apical plasma membrane [GO:0016324]; endoplasmic reticulum [GO:0005783]; gap junction [GO:0005921]; membrane [GO:0016020]; plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; structural constituent of eye lens [GO:0005212]; water channel activity [GO:0015250]; gap junction-mediated intercellular transport [GO:1990349]; lens development in camera-type eye [GO:0002088]; positive regulation of cell adhesion [GO:0045785]; protein homotetramerization [GO:0051289]; response to stimulus [GO:0050896]; visual perception [GO:0007601]; water transport [GO:0006833]	gap junction-mediated intercellular transport [GO:1990349]; lens development in camera-type eye [GO:0002088]; positive regulation of cell adhesion [GO:0045785]; protein homotetramerization [GO:0051289]; response to stimulus [GO:0050896]; visual perception [GO:0007601]; water transport [GO:0006833]	apical plasma membrane [GO:0016324]; endoplasmic reticulum [GO:0005783]; gap junction [GO:0005921]; membrane [GO:0016020]; plasma membrane [GO:0005886]	calmodulin binding [GO:0005516]; structural constituent of eye lens [GO:0005212]; water channel activity [GO:0015250]	1840563; 16541075; 15489334; 10634618; 10802646; 16564824; 27378310; 30790544; 11001937; 17893667; 17960133; 20361015; 21245956; 23116563; 24120416; 25946197; 28839118; 29914532
MIP	Q8WZ33	reviewed	MAFIP_HUMAN	MaFF-interacting protein (Tektin-4 like protein PP5644)	MAFIP MIP PP5644	Homo sapiens (Human)	124	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; nucleolus [GO:0005730]; sperm flagellum [GO:0036126]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]	cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]	cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; nucleolus [GO:0005730]; sperm flagellum [GO:0036126]		15498874; 15881666; 16549056
MIP	Q99797	reviewed	MIPEP_HUMAN	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	MIPEP MIP	Homo sapiens (Human)	713	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptide metabolic process [GO:0006518]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; proteolysis [GO:0006508]	peptide metabolic process [GO:0006518]; protein processing involved in protein targeting to mitochondrion [GO:0006627]; proteolysis [GO:0006508]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	9073519; 14702039; 15057823; 15489334; 19608861; 21269460; 27799064
MIP	A0A140CTY0	unreviewed	A0A140CTY0_HUMAN	Major intrinsic protein of lens fiber	MIP	Homo sapiens (Human)	258	membrane [GO:0016020]; channel activity [GO:0015267]		membrane [GO:0016020]	channel activity [GO:0015267]	
MIP	A0A1B3B2I4	unreviewed	A0A1B3B2I4_HUMAN	Major intrinsic protein of lens fiber	MIP	Homo sapiens (Human)	216	membrane [GO:0016020]; channel activity [GO:0015267]		membrane [GO:0016020]	channel activity [GO:0015267]	
MIP	A0A1B3B2I6	unreviewed	A0A1B3B2I6_HUMAN	Major intrinsic protein of lens fiber	MIP	Homo sapiens (Human)	241	membrane [GO:0016020]; channel activity [GO:0015267]		membrane [GO:0016020]	channel activity [GO:0015267]	
TFPT	P0C1Z6	reviewed	TFPT_HUMAN	TCF3 fusion partner (INO80 complex subunit F) (Protein FB1)	TFPT INO80F	Homo sapiens (Human)	253	actin filament [GO:0005884]; cytoplasm [GO:0005737]; Ino80 complex [GO:0031011]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; apoptotic signaling pathway [GO:0097190]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; male gonad development [GO:0008584]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]	apoptotic signaling pathway [GO:0097190]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; male gonad development [GO:0008584]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]	actin filament [GO:0005884]; cytoplasm [GO:0005737]; Ino80 complex [GO:0031011]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]	10086727; 15057824; 15489334; 16230350; 17041757; 17081983; 18220336; 18922472; 18669648; 19413330; 20068231; 21303910; 21406692; 23186163; 24275569; 28112733
TFPT	A0A024R4Q5	unreviewed	A0A024R4Q5_HUMAN	TCF3 (E2A) fusion partner (In childhood Leukemia), isoform CRA_c	TFPT hCG_20946	Homo sapiens (Human)	253	actin filament [GO:0005884]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; apoptotic process [GO:0006915]; male gonad development [GO:0008584]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA repair [GO:0045739]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]	apoptotic process [GO:0006915]; male gonad development [GO:0008584]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA repair [GO:0045739]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]	actin filament [GO:0005884]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]	11181995; 17081983; 18220336; 18669648; 19413330; 20068231; 21406692; 23186163; 24275569
TFPT	A0A0G2JP55	unreviewed	A0A0G2JP55_HUMAN	TCF3 fusion partner	TFPT	Homo sapiens (Human)	145	apoptotic process [GO:0006915]	apoptotic process [GO:0006915]			15057824
TFPT	A8MTQ3	unreviewed	A8MTQ3_HUMAN	TCF3 fusion partner	TFPT	Homo sapiens (Human)	193	apoptotic process [GO:0006915]	apoptotic process [GO:0006915]			15057824
TFPT	F8WDC1	unreviewed	F8WDC1_HUMAN	TCF3 fusion partner	TFPT	Homo sapiens (Human)	105	apoptotic process [GO:0006915]	apoptotic process [GO:0006915]			15057824
KLHDC7B	Q96G42	reviewed	KLD7B_HUMAN	Kelch domain-containing protein 7B	KLHDC7B	Homo sapiens (Human)	594					10591208; 15489334
KLHDC7B	A0A3B3ISF6	unreviewed	A0A3B3ISF6_HUMAN	Kelch domain-containing protein 7B	KLHDC7B	Homo sapiens (Human)	1235					10591208
